2025-04-21 15:20:16,No detection
2025-04-21 15:20:25,No detection
2025-04-21 15:20:59,No detection
2025-04-21 15:21:09,No detection
2025-04-21 15:22:20,No detection
2025-04-21 15:22:54,No detection
2025-04-21 15:23:21,No detection
2025-04-21 15:23:29,No detection
2025-04-21 15:23:48,No detection
2025-04-21 15:23:57,No detection
2025-04-21 15:24:11,No detection
2025-04-21 15:24:26,No detection
2025-04-21 15:24:47,No detection
2025-04-21 15:25:04,No detection
2025-04-21 15:25:38,No detection
2025-04-21 15:25:52,No detection
2025-04-21 15:26:22,No detection
2025-04-21 15:26:53,No detection
2025-04-21 15:27:10,No detection
2025-04-21 15:27:23,No detection
2025-04-21 15:27:39,No detection
2025-04-21 15:27:45,No detection
2025-04-21 15:27:56,No detection
2025-04-21 15:28:05,No detection
2025-04-21 15:28:40,No detection
2025-04-21 15:29:31,No detection
2025-04-21 15:29:56,No detection
2025-04-21 15:30:29,Human Detected
2025-04-21 15:30:35,No detection
2025-04-21 15:30:52,No detection
2025-04-21 15:31:14,No detection
2025-04-21 15:31:28,No detection
2025-04-21 15:31:39,No detection
2025-04-21 15:31:45,No detection
2025-04-21 15:32:00,No detection
2025-04-21 15:32:47,No detection
2025-04-21 15:32:57,No detection
2025-04-21 15:33:09,No detection
2025-04-21 15:33:28,No detection
2025-04-21 15:33:42,No detection
2025-04-21 15:33:50,No detection
2025-04-21 15:33:56,No detection
2025-04-21 15:34:02,No detection
2025-04-21 15:34:14,Human Detected
2025-04-21 15:34:18,No detection
2025-04-21 15:34:27,No detection
2025-04-21 15:34:48,No detection
2025-04-21 15:34:54,No detection
2025-04-21 15:35:06,No detection
2025-04-21 15:35:16,No detection
2025-04-21 15:35:26,No detection
2025-04-21 15:35:33,No detection
2025-04-21 15:35:41,No detection
2025-04-21 15:35:47,No detection
2025-04-21 15:35:56,Human Detected
2025-04-21 15:36:02,No detection
2025-04-21 15:36:10,No detection
2025-04-21 15:36:16,No detection
2025-04-21 15:36:26,Human Detected
2025-04-21 15:36:39,No detection
2025-04-21 15:36:53,Human Detected
2025-04-21 15:36:59,No detection
2025-04-21 15:37:09,No detection
2025-04-21 15:37:25,Human Detected
2025-04-21 15:37:33,Human Detected
2025-04-21 15:37:41,Human Detected
2025-04-21 15:37:49,No detection
2025-04-21 15:38:03,Human Detected
2025-04-21 15:38:10,No detection
2025-04-21 15:38:20,Human Detected
2025-04-21 15:38:25,No detection
2025-04-21 15:38:31,No detection
2025-04-21 15:38:41,Human Detected
2025-04-21 15:38:47,No detection
2025-04-21 15:38:57,No detection
2025-04-21 15:39:06,No detection
2025-04-21 15:39:15,No detection
2025-04-21 15:39:21,No detection
2025-04-21 15:39:29,No detection
2025-04-21 15:39:35,No detection
2025-04-21 15:39:41,No detection
2025-04-21 15:39:51,No detection
2025-04-21 15:39:58,No detection
2025-04-21 15:40:10,Human Detected
2025-04-21 15:40:18,Human Detected
2025-04-21 15:40:40,No detection
2025-04-21 15:40:46,No detection
2025-04-21 15:40:56,Human Detected
2025-04-21 15:41:04,Human Detected
2025-04-21 15:41:09,No detection
2025-04-21 15:41:15,No detection
2025-04-21 15:41:33,No detection
2025-04-21 15:41:44,Human Detected
2025-04-21 15:41:49,No detection
2025-04-21 15:41:56,No detection
2025-04-21 15:42:05,Human Detected
2025-04-21 15:42:17,Human Detected
2025-04-21 15:42:19,No detection
2025-04-21 15:42:29,No detection
2025-04-21 15:42:57,Human Detected
2025-04-21 15:43:05,No detection
2025-04-21 15:43:15,No detection
2025-04-21 15:43:27,No detection
2025-04-21 15:43:37,No detection
2025-04-21 15:43:45,No detection
2025-04-21 15:43:53,No detection
